TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
6.533291,4.1kB / 0B,1.19%,otel-collector,d3a22b79b393,16.72%,83.62MiB / 500MiB,otel-collector,2.06MB / 117kB,21,3433637,3936494
11.527282,4.1kB / 0B,14.90%,otel-collector,d3a22b79b393,20.70%,103.5MiB / 500MiB,otel-collector,2.63MB / 1.4MB,21,4420831,5697887
16.529267,4.1kB / 0B,8.86%,otel-collector,d3a22b79b393,22.23%,111.2MiB / 500MiB,otel-collector,2.85MB / 1.81MB,21,4889069,6973770
21.525966,4.1kB / 0B,1.73%,otel-collector,d3a22b79b393,22.25%,111.2MiB / 500MiB,otel-collector,3.23MB / 1.86MB,21,5249973,6979199
27.525338,4.1kB / 1.09MB,0.96%,otel-collector,d3a22b79b393,22.67%,113.3MiB / 500MiB,otel-collector,3.3MB / 2.12MB,21,5258591,8067702
