TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
11.533775,4.1kB / 0B,18.29%,otel-collector,9293b69b8ed6,24.42%,122.1MiB / 500MiB,otel-collector,11.7MB / 7.29MB,21,11030162,11030162
21.532876,4.1kB / 0B,12.79%,otel-collector,9293b69b8ed6,28.18%,140.9MiB / 500MiB,otel-collector,21.5MB / 14.2MB,21,19732985,19732984
31.534645,4.1kB / 0B,4.61%,otel-collector,9293b69b8ed6,26.49%,132.4MiB / 500MiB,otel-collector,30.4MB / 20.3MB,21,27888955,27888954
41.555056,4.1kB / 0B,15.35%,otel-collector,9293b69b8ed6,26.89%,134.4MiB / 500MiB,otel-collector,39.2MB / 25.8MB,21,36030275,36030274
51.525462,4.1kB / 8.81MB,20.61%,otel-collector,9293b69b8ed6,29.60%,148MiB / 500MiB,otel-collector,48.7MB / 32.5MB,21,44667065,44667065
61.531648,4.1kB / 26.2MB,20.53%,otel-collector,9293b69b8ed6,27.90%,139.5MiB / 500MiB,otel-collector,58.4MB / 38.7MB,21,53336971,53336971
71.532839,8.19kB / 44.7MB,15.85%,otel-collector,9293b69b8ed6,27.55%,137.7MiB / 500MiB,otel-collector,67.4MB / 44.9MB,21,61658369,61658369
81.561067,8.19kB / 62.6MB,18.27%,otel-collector,9293b69b8ed6,28.50%,142.5MiB / 500MiB,otel-collector,77.7MB / 51.9MB,22,71435434,71435434
91.531554,8.19kB / 81.8MB,18.85%,otel-collector,9293b69b8ed6,28.13%,140.6MiB / 500MiB,otel-collector,87.6MB / 58.4MB,22,80465971,80465970
101.535649,8.19kB / 101MB,15.92%,otel-collector,9293b69b8ed6,30.32%,151.6MiB / 500MiB,otel-collector,95.6MB / 63.9MB,22,87633080,87633079
111.554112,8.19kB / 115MB,21.68%,otel-collector,9293b69b8ed6,31.03%,155.2MiB / 500MiB,otel-collector,105MB / 70.6MB,22,96528964,96528964
121.561987,8.19kB / 133MB,16.23%,otel-collector,9293b69b8ed6,30.22%,151.1MiB / 500MiB,otel-collector,114MB / 76.5MB,22,105297499,105297499
131.535165,8.19kB / 151MB,16.42%,otel-collector,9293b69b8ed6,31.45%,157.2MiB / 500MiB,otel-collector,123MB / 82.3MB,22,113204076,113204076
141.532310,8.19kB / 169MB,16.55%,otel-collector,9293b69b8ed6,29.18%,145.9MiB / 500MiB,otel-collector,133MB / 88.9MB,22,121833234,121833234
151.536363,8.19kB / 187MB,19.71%,otel-collector,9293b69b8ed6,29.97%,149.8MiB / 500MiB,otel-collector,143MB / 95.2MB,22,130804355,130804355
161.600658,8.19kB / 209MB,18.12%,otel-collector,9293b69b8ed6,31.11%,155.5MiB / 500MiB,otel-collector,153MB / 102MB,22,139962887,139962887
171.544049,8.19kB / 226MB,5.72%,otel-collector,9293b69b8ed6,32.70%,163.5MiB / 500MiB,otel-collector,161MB / 108MB,22,147727263,147727263
181.532331,8.19kB / 245MB,16.99%,otel-collector,9293b69b8ed6,31.95%,159.8MiB / 500MiB,otel-collector,170MB / 114MB,22,156400248,156400247
191.560231,12.3kB / 262MB,16.62%,otel-collector,9293b69b8ed6,31.24%,156.2MiB / 500MiB,otel-collector,180MB / 121MB,22,165711958,165711958
201.534327,12.3kB / 281MB,19.06%,otel-collector,9293b69b8ed6,29.39%,147MiB / 500MiB,otel-collector,190MB / 127MB,22,174765769,174765768
211.524955,12.3kB / 302MB,19.13%,otel-collector,9293b69b8ed6,29.07%,145.3MiB / 500MiB,otel-collector,200MB / 134MB,22,184824353,184824353
221.535260,12.3kB / 321MB,15.28%,otel-collector,9293b69b8ed6,32.01%,160.1MiB / 500MiB,otel-collector,210MB / 141MB,22,193201266,193201266
231.561548,12.3kB / 335MB,17.69%,otel-collector,9293b69b8ed6,30.92%,154.6MiB / 500MiB,otel-collector,218MB / 146MB,22,200077542,200077541
241.533769,12.3kB / 352MB,20.97%,otel-collector,9293b69b8ed6,30.46%,152.3MiB / 500MiB,otel-collector,227MB / 152MB,22,208256050,208256049
251.563460,12.3kB / 359MB,18.79%,otel-collector,9293b69b8ed6,28.23%,141.2MiB / 500MiB,otel-collector,236MB / 158MB,22,216852018,216852017
261.538781,12.3kB / 379MB,19.69%,otel-collector,9293b69b8ed6,27.97%,139.8MiB / 500MiB,otel-collector,246MB / 165MB,22,226572655,226572655
271.556995,12.3kB / 400MB,16.64%,otel-collector,9293b69b8ed6,31.53%,157.6MiB / 500MiB,otel-collector,255MB / 171MB,23,235384930,235384930
281.570417,12.3kB / 420MB,13.15%,otel-collector,9293b69b8ed6,31.55%,157.7MiB / 500MiB,otel-collector,265MB / 177MB,23,244519509,244519509
291.568697,12.3kB / 438MB,17.66%,otel-collector,9293b69b8ed6,30.75%,153.7MiB / 500MiB,otel-collector,275MB / 184MB,23,253428094,253428094
301.532947,12.3kB / 452MB,21.66%,otel-collector,9293b69b8ed6,30.16%,150.8MiB / 500MiB,otel-collector,283MB / 189MB,23,260293199,260293198
311.534616,20.5kB / 469MB,13.74%,otel-collector,9293b69b8ed6,30.85%,154.3MiB / 500MiB,otel-collector,291MB / 195MB,23,267371853,267371853
321.573538,20.5kB / 483MB,16.91%,otel-collector,9293b69b8ed6,31.75%,158.8MiB / 500MiB,otel-collector,300MB / 200MB,23,275179517,275179516
331.568375,20.5kB / 500MB,19.58%,otel-collector,9293b69b8ed6,31.58%,157.9MiB / 500MiB,otel-collector,308MB / 206MB,23,283228136,283226694
341.533116,20.5kB / 500MB,20.91%,otel-collector,9293b69b8ed6,31.91%,159.6MiB / 500MiB,otel-collector,318MB / 213MB,23,292211510,292211510
351.531164,20.5kB / 520MB,20.29%,otel-collector,9293b69b8ed6,32.46%,162.3MiB / 500MiB,otel-collector,329MB / 219MB,23,301132820,301132819
361.569507,20.5kB / 538MB,10.48%,otel-collector,9293b69b8ed6,30.71%,153.6MiB / 500MiB,otel-collector,338MB / 226MB,23,309287014,309287014
371.540009,20.5kB / 555MB,19.32%,otel-collector,9293b69b8ed6,32.12%,160.6MiB / 500MiB,otel-collector,346MB / 231MB,23,317047359,317047359
