TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
11.538592,12.3kB / 0B,13.57%,otel-collector,6783645514bc,25.50%,127.5MiB / 500MiB,otel-collector,12.2MB / 7.76MB,22,12536881,12536881
21.552212,12.3kB / 0B,28.59%,otel-collector,6783645514bc,27.99%,140MiB / 500MiB,otel-collector,24.4MB / 16.1MB,22,24434021,24434021
31.543739,12.3kB / 0B,34.81%,otel-collector,6783645514bc,31.29%,156.5MiB / 500MiB,otel-collector,36.7MB / 24.5MB,22,35986305,35986305
41.543882,12.3kB / 0B,22.92%,otel-collector,6783645514bc,30.07%,150.4MiB / 500MiB,otel-collector,49.3MB / 33.6MB,22,47999461,47999461
51.555212,12.3kB / 13.8MB,23.45%,otel-collector,6783645514bc,28.28%,141.4MiB / 500MiB,otel-collector,58.7MB / 39.6MB,22,56194573,56194573
61.568549,12.3kB / 30.5MB,15.68%,otel-collector,6783645514bc,30.68%,153.4MiB / 500MiB,otel-collector,69.2MB / 47.3MB,22,67088645,67088645
71.532805,12.3kB / 53.9MB,23.65%,otel-collector,6783645514bc,30.76%,153.8MiB / 500MiB,otel-collector,80.8MB / 55.6MB,22,78268202,78268202
81.541852,12.3kB / 77MB,20.58%,otel-collector,6783645514bc,32.08%,160.4MiB / 500MiB,otel-collector,91.1MB / 62.5MB,22,88306006,88306006
91.640736,12.3kB / 98.8MB,25.01%,otel-collector,6783645514bc,32.12%,160.6MiB / 500MiB,otel-collector,104MB / 71.3MB,22,100449252,100449252
101.533577,12.3kB / 123MB,21.83%,otel-collector,6783645514bc,30.00%,150MiB / 500MiB,otel-collector,116MB / 79.5MB,22,111612145,111612145
111.568105,12.3kB / 147MB,13.90%,otel-collector,6783645514bc,29.24%,146.2MiB / 500MiB,otel-collector,127MB / 87.4MB,22,121944127,121944127
121.536753,12.3kB / 170MB,23.20%,otel-collector,6783645514bc,32.43%,162.1MiB / 500MiB,otel-collector,137MB / 93.9MB,22,131132298,131132298
131.542406,12.3kB / 191MB,23.47%,otel-collector,6783645514bc,31.79%,159MiB / 500MiB,otel-collector,147MB / 101MB,22,141188934,141254656
141.540380,12.3kB / 214MB,29.25%,otel-collector,6783645514bc,33.04%,165.2MiB / 500MiB,otel-collector,160MB / 111MB,22,153649530,153649530
