TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
11.586587,12.3kB / 0B,25.57%,otel-collector,5a4e4b961d34,27.42%,137.1MiB / 500MiB,otel-collector,11.2MB / 6.91MB,21,21518768,0
21.564375,12.3kB / 0B,24.79%,otel-collector,5a4e4b961d34,30.81%,154.1MiB / 500MiB,otel-collector,23MB / 14.1MB,21,41965658,0
31.577873,12.3kB / 0B,31.01%,otel-collector,5a4e4b961d34,31.31%,156.5MiB / 500MiB,otel-collector,35MB / 21.6MB,21,62813158,0
41.542980,12.3kB / 0B,40.22%,otel-collector,5a4e4b961d34,32.86%,164.3MiB / 500MiB,otel-collector,44.4MB / 27MB,22,79326186,0
51.530197,12.3kB / 9.51MB,20.94%,otel-collector,5a4e4b961d34,36.63%,183.2MiB / 500MiB,otel-collector,55.1MB / 33.8MB,22,98347145,0
61.564371,12.3kB / 21.2MB,42.45%,otel-collector,5a4e4b961d34,35.93%,179.6MiB / 500MiB,otel-collector,67.5MB / 41.7MB,22,120936786,0
71.537011,12.3kB / 43.4MB,38.98%,otel-collector,5a4e4b961d34,37.05%,185.2MiB / 500MiB,otel-collector,78.9MB / 48.4MB,22,140659048,0
81.552715,12.3kB / 64.7MB,38.22%,otel-collector,5a4e4b961d34,36.71%,183.6MiB / 500MiB,otel-collector,91MB / 55.9MB,22,162086269,0
91.530692,12.3kB / 88.3MB,36.24%,otel-collector,5a4e4b961d34,37.88%,189.4MiB / 500MiB,otel-collector,104MB / 64.5MB,22,185271744,0
101.539973,12.3kB / 113MB,22.92%,otel-collector,5a4e4b961d34,38.94%,194.7MiB / 500MiB,otel-collector,116MB / 71.7MB,22,206766394,0
111.539047,12.3kB / 133MB,48.43%,otel-collector,5a4e4b961d34,37.90%,189.5MiB / 500MiB,otel-collector,127MB / 78.5MB,22,226381520,0
121.536426,12.3kB / 157MB,44.52%,otel-collector,5a4e4b961d34,37.17%,185.9MiB / 500MiB,otel-collector,139MB / 86.2MB,22,247310818,0
131.539985,12.3kB / 179MB,47.42%,otel-collector,5a4e4b961d34,38.01%,190.1MiB / 500MiB,otel-collector,152MB / 93.3MB,22,270042088,0
141.556755,12.3kB / 209MB,36.49%,otel-collector,5a4e4b961d34,38.60%,193MiB / 500MiB,otel-collector,163MB / 100MB,22,289093547,0
151.552545,12.3kB / 219MB,52.68%,otel-collector,5a4e4b961d34,38.15%,190.8MiB / 500MiB,otel-collector,175MB / 108MB,22,311649444,0
161.533720,12.3kB / 232MB,31.34%,otel-collector,5a4e4b961d34,38.45%,192.3MiB / 500MiB,otel-collector,187MB / 116MB,22,332870960,0
171.536168,12.3kB / 255MB,48.25%,otel-collector,5a4e4b961d34,38.37%,191.8MiB / 500MiB,otel-collector,197MB / 122MB,22,350585300,0
181.534606,12.3kB / 273MB,33.36%,otel-collector,5a4e4b961d34,39.35%,196.7MiB / 500MiB,otel-collector,208MB / 128MB,22,371287660,0
191.535590,12.3kB / 305MB,57.53%,otel-collector,5a4e4b961d34,39.04%,195.2MiB / 500MiB,otel-collector,222MB / 137MB,22,393206301,0
